tipe_dokumen,judul_dokumen,status,nomor_peraturan,jenis_peraturan,tempat_penetapan,tanggal_penetapan,tanggal_pengundangan,sumber,sumber_detail,urusan_pemerintah,bidang_hukum,bahasa,pemrakarsa,penandatangan,peraturan_terkait,dokumen_terkait,hasil_uji_mk,pengarang,subjek,file_url,file_size,link
PERATURAN PERUNDANG-UNDANGAN TINGKAT PUSAT,PERATURAN PRESIDEN NOMOR 27 TAHUN 2014 TENTANG JARINGAN INFORMASI GEOSPASIAL NASIONAL,-,Tidak Ada Lampiran,27,PERATURAN PRESIDEN,-,17 April 2014,JDIH UNIT ESELON 1 KEMENKUMHAM BADAN PEMBINAAN HUKUM NASIONAL,17 April 2014,LN 2014 (78) : 13 Hlm,-,-,-,-,-,-,-,-,-,https://jdihn.go.id/files/4/2014pr027.pdf,40530,https://jdihn.go.id/search/pusat/detail/839615
PERATURAN PERUNDANG-UNDANGAN TINGKAT PUSAT,PERATURAN PRESIDEN NOMOR 28 TAHUN 2014 TENTANG PENGESAHAN PROTOCOL TO INCORPORATE TECHNICAL BARRIERS TO TRADE AND SANITARY AND PHYTOSANITARY MEASURES INTO THE AGREEMENT ON TRADE IN GOODS OF THE FRAMEWORK AGREEMENT ON COMPREHENSIVE ECONOMIC CO-OPERATION BETWEEN THE ASSOCIATION OF SOUTHEAST ASIAN NATIONS AND THE PEOPLE&#39;S REPUBLIC OF CHINA (PROTOKOL UNTUK MENAMBAHKAN ATURAN HAMBATAN TEKNIS PERDAGANGAN DAN KEBIJAKAN SANITARY DAN PHYTOSANITARY DALAM PERSETUJUAN PERDAGANGAN BARANG SARI PERSETUJUAN KERANGKA KERJA MENGENAI KERJA SAMA EKONOMI MENYELURUH ANTARA ASOSIASI BANGSA-BANGSA ASIA TENGGARA DAN REPUBLIK RAKYAT CHINA),-,Tidak Ada Lampiran,28,PERATURAN PRESIDEN,-,21 April 2014,JDIH UNIT ESELON 1 KEMENKUMHAM BADAN PEMBINAAN HUKUM NASIONAL,21 April 2014,LN 2014 (79) : 5 Hlm,-,-,-,-,-,-,-,-,-,https://jdihn.go.id/files/4/2014pr028.pdf,637299,https://jdihn.go.id/search/pusat/detail/839616
PERATURAN PERUNDANG-UNDANGAN TINGKAT PUSAT,PERATURAN PRESIDEN NOMOR 29 TAHUN 2014 TENTANG SISTEM AKUNTABILITAS KINERJA INSTANSI PEMERINTAH,-,Tidak Ada Lampiran,29,PERATURAN PRESIDEN,-,21 April 2014,JDIH UNIT ESELON 1 KEMENKUMHAM BADAN PEMBINAAN HUKUM NASIONAL,21 April 2014,LN 2014 (80) : 18 Hlm,-,-,-,-,-,-,-,-,-,https://jdihn.go.id/files/4/2014pr029.pdf,69686,https://jdihn.go.id/search/pusat/detail/839617
PERATURAN PERUNDANG-UNDANGAN TINGKAT PUSAT,PERATURAN PRESIDEN NOMOR 30 TAHUN 2014 TENTANG PENGESAHAN PROTOCOL 5 ON UNLIMITED THIRD AND FOURTH FREEDOM TRAFFIC RIGHT BETWEEN ASEAN CAPITAL CITIES (PROTOKOL 5 MENGENAI KEBEBASAN HAK ANGKUT KETIGA DAN KEEMPAT YANG TIDAK TERBATAS ANTARA IBUKOTA NEGARA ASEAN) DAN PROTOCOL 6 ON UNLIMITED FIFTH FREEDOM TRAFFIC RIGHT BETWEEN ASEAN CAPITOL CITIES (PROTOKOL 6 MENEGENAI KEBEBASAN HAK ANGKUT KELIMA YANG TIDAK TERBATASANTARA IBUKOTA NEGARA ASEAN),-,Tidak Ada Lampiran,30,PERATURAN PRESIDEN,-,21 April 2014,JDIH UNIT ESELON 1 KEMENKUMHAM BADAN PEMBINAAN HUKUM NASIONAL,21 April 2014,LN 2014 (85) : 4 Hlm,-,-,-,-,-,-,-,-,-,https://jdihn.go.id/files/4/2014pr030.pdf,29968,https://jdihn.go.id/search/pusat/detail/839618
PERATURAN PERUNDANG-UNDANGAN TINGKAT PUSAT,PERATURAN PRESIDEN NOMOR 31 TAHUN 2014 TENTANG PENGESAHAN PERSETUJUAN ANTARA PEMERINTAH REPUBLIK INDONESIA DAN PEMERINTAH DEMOKRATIK TIMOR-LESTE MENGENAI PEMBEBASAN VISA BAGI PEMEGANG PASPOR DIPLOMATIK DAN DINAS (AGREEMENT BETWEEN THE GOVERMENT OF THE REPUBLIC OF INDONESIA AND THE GOVERNMENT OF THE DEMOCRATIC REPUBLIC OF TIMOR-LESTE ON VISA EXEMPTION FOR HOLDERS OF DIPLOMATIC AND SERVICE PASSPORTS),-,Tidak Ada Lampiran,31,PERATURAN PRESIDEN,-,21 April 2014,JDIH UNIT ESELON 1 KEMENKUMHAM BADAN PEMBINAAN HUKUM NASIONAL,21 April 2014,LN 2014 (86) : 4 Hlm,-,-,-,-,-,-,-,-,-,https://jdihn.go.id/files/4/2014pr031.pdf,24848,https://jdihn.go.id/search/pusat/detail/839619
PERATURAN PERUNDANG-UNDANGAN TINGKAT PUSAT,PERATURAN PRESIDEN NOMOR 32 TAHUN 2014 TENTANG PENGELOLAAN DAN PEMANFAATAN DANA KAPITASI JAMINAN KESEHATAN NASIONAL PADA FASILITAS KESEHATAN TINGKAT PERTAMA MILIK PEMERINTAH DAERAH,-,Tidak Ada Lampiran,32,PERATURAN PRESIDEN,-,21 April 2014,JDIH UNIT ESELON 1 KEMENKUMHAM BADAN PEMBINAAN HUKUM NASIONAL,21 April 2014,LN 2014 (81) : 14 Hlm,-,-,-,-,-,-,-,-,-,https://jdihn.go.id/files/4/2014pr032.pdf,158076,https://jdihn.go.id/search/pusat/detail/839620
PERATURAN PERUNDANG-UNDANGAN TINGKAT PUSAT,PERATURAN PRESIDEN NOMOR 33 TAHUN 2014 TENTANG PENDIRIAN SEKOLAH TINGGI MULTI MEDIA,-,Tidak Ada Lampiran,33,PERATURAN PRESIDEN,-,21 April 2014,JDIH UNIT ESELON 1 KEMENKUMHAM BADAN PEMBINAAN HUKUM NASIONAL,21 April 2014,LN 2014 (33) : 5 Hlm,-,-,-,-,-,-,-,-,-,https://jdihn.go.id/files/4/2014pr033.pdf,23289,https://jdihn.go.id/search/pusat/detail/839621
PERATURAN PERUNDANG-UNDANGAN TINGKAT PUSAT,"PERATURAN PRESIDEN NOMOR 34 TAHUN 2014 TENTANG PENGESAHAN CONVENTION CONCERNING THE PROMOTIONAL FRAMEWORK FOR OCCUPATIONAL SAFETY AND HEALTH/CONVENTION 187, 2006 (KONVENSI MENGENAI KERANGKA KERJA PENINGKATAN KESELAMATAN DAN KESEHATAN KERJA/KONVENSI 187, 2006) ",-,Tidak Ada Lampiran,34,PERATURAN PRESIDEN,-,23 April 2014,JDIH UNIT ESELON 1 KEMENKUMHAM BADAN PEMBINAAN HUKUM NASIONAL,23 April 2014,LN 2014 (89) : 3 Hlm,-,-,-,-,-,-,-,-,-,https://jdihn.go.id/files/4/2014pr034.pdf,25233,https://jdihn.go.id/search/pusat/detail/839622
PERATURAN PERUNDANG-UNDANGAN TINGKAT PUSAT,PERATURAN PRESIDEN NOMOR 35 TAHUN 2014 TENTANG PERUBAHAN AKADEMI METEOROLOGI DAN GEOFISIKA MENJADI SEKOLAH TINGGI METEOROLOGI KLIMATOLOGI DAN GEOFISIKA,-,Tidak Ada Lampiran,35,PERATURAN PRESIDEN,-,23 April 2014,JDIH UNIT ESELON 1 KEMENKUMHAM BADAN PEMBINAAN HUKUM NASIONAL,23 April 2014,LN 2014 (90) : 4 Hlm,-,-,-,-,-,-,-,-,-,https://jdihn.go.id/files/4/2014pr035.pdf,131086,https://jdihn.go.id/search/pusat/detail/839623
PERATURAN PERUNDANG-UNDANGAN TINGKAT PUSAT,PERATURAN PRESIDEN NOMOR 36 TAHUN 2014 TENTANG DOKTER KEPRESIDENAN,-,Tidak Ada Lampiran,36,PERATURAN PRESIDEN,-,23 April 2014,JDIH UNIT ESELON 1 KEMENKUMHAM BADAN PEMBINAAN HUKUM NASIONAL,23 April 2014,LN 2014 (91) : 17 Hlm ,-,-,-,-,-,-,-,-,-,https://jdihn.go.id/files/4/2014pr036.pdf,47360,https://jdihn.go.id/search/pusat/detail/839624
PERATURAN PERUNDANG-UNDANGAN TINGKAT PUSAT,PERATURAN PRESIDEN NOMOR 37 TAHUN 2014 TENTANG PENGESAHAN PROTOCOL TO IMPLEMENT THE SEVENT PACKAGE OF COMMITMENTS ON AIR TRANSPORT SERVICES UNDER THE ASEAN FRAMEWORK AGREEMENT ON SERVICES (PROTOKOL UNTUK MELAKSANAKAN PAKET KETUJUH KOMITMEN JASA ANGKUTAN UDARA DALAM PERSETUJUAN KERANGKA KERJA ASEAN DI BIDANG JASA),-,Tidak Ada Lampiran,37,PERATURAN PRESIDEN,-,23 April 2014,JDIH UNIT ESELON 1 KEMENKUMHAM BADAN PEMBINAAN HUKUM NASIONAL,23 April 2014,LN 2014 (87) : 4 Hlm ,-,-,-,-,-,-,-,-,-,https://jdihn.go.id/files/4/2014pr037.pdf,24482,https://jdihn.go.id/search/pusat/detail/839625
PERATURAN PERUNDANG-UNDANGAN TINGKAT PUSAT,"PERATURAN PRESIDEN NOMOR 38 TAHUN 2014 TENTANG PENGESAHAN FINAL ACTS OF THE WORLD RADIOCOMMUNICATION CONFERENCE, GENEVA 2012 (AKTA-AKTA AKHIR KONFERENSI KOMUNIKASI RADIO SEDUNIA, JENEWA 2012)",-,Tidak Ada Lampiran,38,PERATURAN PRESIDEN,-,23 April 2014,JDIH UNIT ESELON 1 KEMENKUMHAM BADAN PEMBINAAN HUKUM NASIONAL,23 April 2014,LN 2014 (88) : 4 Hlm ,-,-,-,-,-,-,-,-,-,https://jdihn.go.id/files/4/2014pr038.pdf,24442,https://jdihn.go.id/search/pusat/detail/839626
PERATURAN PERUNDANG-UNDANGAN TINGKAT PUSAT,PERATURAN PRESIDEN NOMOR 39 TAHUN 2014 TENTANG DAFTAR BIDANG USAHA YANG TERTUTUP DAN BIDANG USAHA YANG TERBUKA DENGAN PERSYARATAN DI BIDANG PENANAMAN MODAL,-,Tidak Ada Lampiran,39,PERATURAN PRESIDEN,-,23 April 2014,JDIH UNIT ESELON 1 KEMENKUMHAM BADAN PEMBINAAN HUKUM NASIONAL,23 April 2014,LN 2014 (93) : 9 Hlm ,-,-,-,-,-,-,-,-,-,https://jdihn.go.id/files/4/2014pr039.pdf,36278,https://jdihn.go.id/search/pusat/detail/839627
PERATURAN PERUNDANG-UNDANGAN TINGKAT PUSAT,PERATURAN PRESIDEN NOMOR 40 TAHUN 2014 TENTANG PERUBAHAN ATAS PERATURAN PRESIDEN NOMOR 71 TAHUN 2012 TENTANG PENYELENGGARAAN PENGADAAN TANAH BAGI PEMBANGUNAN UNTUK KEPENTINGAN UMUM,-,Tidak Ada Lampiran,40,PERATURAN PRESIDEN,-,24 April 2014,JDIH UNIT ESELON 1 KEMENKUMHAM BADAN PEMBINAAN HUKUM NASIONAL,24 April 2014,LN 2014 (94) : 4 Hlm ,-,-,-,-,-,-,-,-,-,https://jdihn.go.id/files/4/2014pr040.pdf,23134,https://jdihn.go.id/search/pusat/detail/839628
PERATURAN PERUNDANG-UNDANGAN TINGKAT PUSAT,PERATURAN PRESIDEN NOMOR 41 TAHUN 2014 TENTANG TUNJANGAN KINERJA PEGAWAI NEGERI SIPIL DILINGKUNGAN SEKRETARIAT JENDERAL DEWAN PERWAKILAN RAKYAT REPUBLIK INDONESIA,-,Tidak Ada Lampiran,41,PERATURAN PRESIDEN,-,09 Mei 2014,JDIH UNIT ESELON 1 KEMENKUMHAM BADAN PEMBINAAN HUKUM NASIONAL,09 Mei 2014,LN 2014 (95) : 9 Hlm ,-,-,-,-,-,-,-,-,-,https://jdihn.go.id/files/4/2014pr041.pdf,39726,https://jdihn.go.id/search/pusat/detail/839629
PERATURAN PERUNDANG-UNDANGAN TINGKAT PUSAT,PERATURAN PRESIDEN NOMOR 42 TAHUN 2014 TENTANG PERUBAHAN ATAS PERATURAN PRESIDEN NOMOR 32 TAHUN 2010 TENTANG KOMITE INOVASI NASIONAL,-,Tidak Ada Lampiran,42,PERATURAN PRESIDEN,-,09 Mei 2019,JDIH UNIT ESELON 1 KEMENKUMHAM BADAN PEMBINAAN HUKUM NASIONAL,09 Mei 2019,LN 2014 (97) : 3 Hlm ,-,-,-,-,-,-,-,-,-,https://jdihn.go.id/files/4/2014pr042.pdf,21809,https://jdihn.go.id/search/pusat/detail/839630
PERATURAN PERUNDANG-UNDANGAN TINGKAT PUSAT,PERATURAN PRESIDEN NOMOR 43 TAHUN 2014 TENTANG RENCANA KERJA PEMERINTAH TAHUN 2015,-,Tidak Ada Lampiran,43,PERATURAN PRESIDEN,-,16 Mei 2014,JDIH UNIT ESELON 1 KEMENKUMHAM BADAN PEMBINAAN HUKUM NASIONAL,16 Mei 2014,LN 2014 (101) : 7 Hlm ,-,-,-,-,-,-,-,-,-,https://jdihn.go.id/files/4/2014pr043.pdf,58224959,https://jdihn.go.id/search/pusat/detail/839631
PERATURAN PERUNDANG-UNDANGAN TINGKAT PUSAT,PERATURAN PRESIDEN NOMOR 44 TAHUN 2014 TENTANG PEMBERIAN PENGHARGAAN OLAHRAGA,-,Tidak Ada Lampiran,44,PERATURAN PRESIDEN,-,19 Mei 2014,JDIH UNIT ESELON 1 KEMENKUMHAM BADAN PEMBINAAN HUKUM NASIONAL,19 Mei 2014,LN 2014 (102) : 18 Hlm ,-,-,-,-,-,-,-,-,-,https://jdihn.go.id/files/4/2014pr044.pdf,66520,https://jdihn.go.id/search/pusat/detail/839632
PERATURAN PERUNDANG-UNDANGAN TINGKAT PUSAT,PERATURAN PRESIDEN NOMOR 45 TAHUN 2014 TENTANG PERUBAHAN KETIGA ATAS PERATURAN PRESIDEN NOMOR 71 TAHUN 2006 TENTANG PENUGASAN KEPADA PT PERUSAHAAN LISTRIK NEGARA (PERSERO) UNTUK MELAKUKAN PERCEPATAN PEMBANGUNAN PEMBANGKIT TENAGA LISTRIKYANG MENGGUNAKAN BATUBARA,-,Tidak Ada Lampiran,45,PERATURAN PRESIDEN,-,19 Mei 2014,JDIH UNIT ESELON 1 KEMENKUMHAM BADAN PEMBINAAN HUKUM NASIONAL,19 Mei 2014,LN 2014 (103) : 7 Hlm ,-,-,-,-,-,-,-,-,-,https://jdihn.go.id/files/4/2014pr045.pdf,23262,https://jdihn.go.id/search/pusat/detail/839633
PERATURAN PERUNDANG-UNDANGAN TINGKAT PUSAT,"PERATURAN PRESIDEN NOMOR 46 TAHUN 2014 TENTANG SUSUNAN ORGANISASI DAN TATA KERJA, TATA CARA PENGANGKATAN, PENGGANTIAN, DAN PEMBERHENTIAN ANGGOTA DEWAN JAMINAN SOSIAL NASIONAL",-,Tidak Ada Lampiran,46,PERATURAN PRESIDEN,-,20 Mei 2014,JDIH UNIT ESELON 1 KEMENKUMHAM BADAN PEMBINAAN HUKUM NASIONAL,20 Mei 2014,LN 2014 (104) : 29 Hlm ,-,-,-,-,-,-,-,-,-,https://jdihn.go.id/files/4/2014pr046.pdf,72002,https://jdihn.go.id/search/pusat/detail/839634
PERATURAN PERUNDANG-UNDANGAN TINGKAT PUSAT,PERATURAN PRESIDEN NOMOR 47 TAHUN 2014 TENTANG PERUBAHAN AKADEMI MINYAK DAN GAS BUMI MENJADI SEKOLAH TINGGI ENERGI DAN MINERAL,-,Tidak Ada Lampiran,47,PERATURAN PRESIDEN,-,26 Mei 2014,JDIH UNIT ESELON 1 KEMENKUMHAM BADAN PEMBINAAN HUKUM NASIONAL,26 Mei 2014,LN 2014 (117) : 5 Hlm ,-,-,-,-,-,-,-,-,-,https://jdihn.go.id/files/4/2014pr047.pdf,25204,https://jdihn.go.id/search/pusat/detail/839635
PERATURAN PERUNDANG-UNDANGAN TINGKAT PUSAT,PERATURAN PRESIDEN NOMOR 48 TAHUN 2014 TENTANG PERUBAHAN ATAS PERATURAN PRESIDEN NOMOR 32 TAHUN 2011 TENTANG MASTERPLAN PERCEPATAN DAN PERLUASAN PEMBANGUNAN EKONOMI INDONESIA 2011-2025,-,Tidak Ada Lampiran,48,PERATURAN PRESIDEN,-,30 Mei 2014,JDIH UNIT ESELON 1 KEMENKUMHAM BADAN PEMBINAAN HUKUM NASIONAL,30 Mei 2014,LN 2014 (118) : 4 Hlm ,-,-,-,-,-,-,-,-,-,https://jdihn.go.id/files/4/2014pr048.pdf,16712363,https://jdihn.go.id/search/pusat/detail/839636
PERATURAN PERUNDANG-UNDANGAN TINGKAT PUSAT,PERATURAN PRESIDEN NOMOR 49 TAHUN 2014 TENTANG BIAYA PENYELENGGARAAN IBADAH HAJI TAHUN 1435H/2014M,-,Tidak Ada Lampiran,49,PERATURAN PRESIDEN,-,30 Mei 2014,JDIH UNIT ESELON 1 KEMENKUMHAM BADAN PEMBINAAN HUKUM NASIONAL,30 Mei 2014,LN 2014 (119) : 6 Hlm ,-,-,-,-,-,-,-,-,-,https://jdihn.go.id/files/4/2014pr049.pdf,28177,https://jdihn.go.id/search/pusat/detail/839637
PERATURAN PERUNDANG-UNDANGAN TINGKAT PUSAT,PERATURAN PRESIDEN NOMOR 50 TAHUN 2014 TENTANG ORGANISASI DAN TATA KERJA KOMISI PENGAWAS HAJI INDONESIA,-,Tidak Ada Lampiran,50,PERATURAN PRESIDEN,-,30 Mei 2014,JDIH UNIT ESELON 1 KEMENKUMHAM BADAN PEMBINAAN HUKUM NASIONAL,30 Mei 2014,LN 2014 (120) : ,-,-,-,-,-,-,-,-,-,https://jdihn.go.id/files/4/2014pr050.pdf,139964,https://jdihn.go.id/search/pusat/detail/839638
PERATURAN PERUNDANG-UNDANGAN TINGKAT PUSAT,"PERATURAN PRESIDEN NOMOR 51 TAHUN 2014 TENTANG PERUBAHAN ATAS PERATURAN PRESIDEN NOMOR 45 TAHUN 2011 TENTANG RENCANA TATA RUANG KAWASAN PERKOTAAN DENPASAR, BADUNG, GIANYAR, DAN TABANAN",-,Tidak Ada Lampiran,51,PERATURAN PRESIDEN,-,30 Mei 2014,JDIH UNIT ESELON 1 KEMENKUMHAM BADAN PEMBINAAN HUKUM NASIONAL,30 Mei 2014,LN 2014 (121) : 14 Hlm ,-,-,-,-,-,-,-,-,-,https://jdihn.go.id/files/4/2014pr051.pdf,50409,https://jdihn.go.id/search/pusat/detail/839639
PERATURAN PERUNDANG-UNDANGAN TINGKAT PUSAT,PERATURAN PRESIDEN NOMOR 52 TAHUN 2014 TENTANG PENGADAAN DAN STANDAR RUMAH BAGI MANTAN PRESIDEN DAN/ATAU MANTAN WAKIL PRESIDEN REPUBLIK INDONESIA,-,Tidak Ada Lampiran,52,PERATURAN PRESIDEN,-,02 Juni 2014,JDIH UNIT ESELON 1 KEMENKUMHAM BADAN PEMBINAAN HUKUM NASIONAL,02 Juni 2014,LN 2014 (122) : 7 Hlm,-,-,-,-,-,-,-,-,-,https://jdihn.go.id/files/4/2014pr052.pdf,30830,https://jdihn.go.id/search/pusat/detail/839640
PERATURAN PERUNDANG-UNDANGAN TINGKAT PUSAT,PERATURAN PRESIDEN NOMOR 53 TAHUN 2014 TENTANG PERUBAHAN ATAS PERATURAN PRESIDEN NOMOR 39 TAHUN 2010 TENTANG KOMISI KEAMANAN HAYATI PRODUK REKAYASA GENETIK,-,Tidak Ada Lampiran,53,PERATURAN PRESIDEN,-,02 Juni 2014,JDIH UNIT ESELON 1 KEMENKUMHAM BADAN PEMBINAAN HUKUM NASIONAL,02 Juni 2014,LN 2014 (127) : 6 Hlm ,-,-,-,-,-,-,-,-,-,https://jdihn.go.id/files/4/2014pr053.pdf,27454,https://jdihn.go.id/search/pusat/detail/839641
