tipe_dokumen,judul_dokumen,status,nomor_peraturan,jenis_peraturan,tempat_penetapan,tanggal_penetapan,tanggal_pengundangan,sumber,sumber_detail,urusan_pemerintah,bidang_hukum,bahasa,pemrakarsa,penandatangan,peraturan_terkait,dokumen_terkait,hasil_uji_mk,pengarang,subjek,file_url,file_size,link
PERATURAN PERUNDANG-UNDANGAN TINGKAT PUSAT,PERATURAN PRESIDEN NOMOR 102 TAHUN 2017 TENTANG TUNJANGAN JABATAN FUNGSIONAL POLISI PAMONG PRAJA,-,Tidak Ada Lampiran,102,PERATURAN PRESIDEN,-,20 November 2017,JDIH UNIT ESELON 1 KEMENKUMHAM BADAN PEMBINAAN HUKUM NASIONAL,20 November 2017,LN 2017 (235): 5 hlm.,-,-,-,-,-,-,-,-,-,https://jdihn.go.id/files/4/2017pr102.pdf,170324,https://jdihn.go.id/search/pusat/detail/840165
PERATURAN PERUNDANG-UNDANGAN TINGKAT PUSAT,PERATURAN PRESIDEN NOMOR 103 TAHUN 2017 TENTANG TUNJANGAN JABATAN FUNGSIONAL PENGUJI MUTU BARANG,-,Tidak Ada Lampiran,103,PERATURAN PRESIDEN,-,20 November 2017,JDIH UNIT ESELON 1 KEMENKUMHAM BADAN PEMBINAAN HUKUM NASIONAL,20 November 2017,LN 2017 (236): 5 hlm.,-,-,-,-,-,-,-,-,-,https://jdihn.go.id/files/4/2017pr103.pdf,172502,https://jdihn.go.id/search/pusat/detail/840166
PERATURAN PERUNDANG-UNDANGAN TINGKAT PUSAT,PERATURAN PRESIDEN NOMOR 104 TAHUN 2017 TENTANG TUNJANGAN JABATAN FUNGSIONAL PENERA,-,Tidak Ada Lampiran,104,PERATURAN PRESIDEN,-,20 November 2017,JDIH UNIT ESELON 1 KEMENKUMHAM BADAN PEMBINAAN HUKUM NASIONAL,20 November 2017,LN 2017 (237): 5 hlm.,-,-,-,-,-,-,-,-,-,https://jdihn.go.id/files/4/2017pr104.pdf,74971,https://jdihn.go.id/search/pusat/detail/840167
PERATURAN PERUNDANG-UNDANGAN TINGKAT PUSAT,PERATURAN PRESIDEN NOMOR 105 TAHUN 2017 TENTANG TUNJANGAN JABATAN FUNGSIONAL PENGAMAT TERA,-,Tidak Ada Lampiran,105,PERATURAN PRESIDEN,-,20 November 2017,JDIH UNIT ESELON 1 KEMENKUMHAM BADAN PEMBINAAN HUKUM NASIONAL,20 November 2017,LN 2017 (238): 5 hlm.,-,-,-,-,-,-,-,-,-,https://jdihn.go.id/files/4/2017pr105.pdf,168263,https://jdihn.go.id/search/pusat/detail/840168
PERATURAN PERUNDANG-UNDANGAN TINGKAT PUSAT,PERATURAN PRESIDEN NOMOR 106 TAHUN 2017 TENTANG KAWASAN  SAINS DAN TEKNOLOGI,-,Tidak Ada Lampiran,106,PERATURAN PRESIDEN,-,22 November 2017,JDIH UNIT ESELON 1 KEMENKUMHAM BADAN PEMBINAAN HUKUM NASIONAL,22 November 2017,LN 2017 (243): 25 hlm.,-,-,-,-,-,-,-,-,-,https://jdihn.go.id/files/4/2017pr106.pdf,1543362,https://jdihn.go.id/search/pusat/detail/840169
PERATURAN PERUNDANG-UNDANGAN TINGKAT PUSAT,PERATURAN PRESIDEN NOMOR 107 TAHUN 2017 TENTANG RINCIAN ANGGARAN DAN PENDAPATAN BELANJA NEGARA TAHUN ANGGARAN 2018,-,Tidak Ada Lampiran,107,PERATURAN PRESIDEN,-,30 November 2017,JDIH UNIT ESELON 1 KEMENKUMHAM BADAN PEMBINAAN HUKUM NASIONAL,30 November 2017,LN 2017 (244): 9 hlm.,-,-,-,-,-,-,-,-,-,https://jdihn.go.id/files/4/2017pr107.pdf,61653609,https://jdihn.go.id/search/pusat/detail/840170
PERATURAN PERUNDANG-UNDANGAN TINGKAT PUSAT,PERATURAN PRESIDEN NOMOR 108 TAHUN 2017 TENTANG PERUBAHAN ATAS PERATURAN PRESIDEN NOMOR 20 TAHUN 2009 TENTANG SEKRETARIAT JENDERAL OMBUDSMAN REPUBLIK INDONESIA,-,Tidak Ada Lampiran,108,PERATURAN PRESIDEN,-,04 Desember 2017,JDIH UNIT ESELON 1 KEMENKUMHAM BADAN PEMBINAAN HUKUM NASIONAL,04 Desember 2017,LN 2017 (247): 6 hlm.,-,-,-,-,-,-,-,-,-,https://jdihn.go.id/files/4/2017pr108.pdf,172019,https://jdihn.go.id/search/pusat/detail/840171
PERATURAN PERUNDANG-UNDANGAN TINGKAT PUSAT,PERATURAN PRESIDEN NOMOR 109 TAHUN 2017 TENTANG HONORARIUM PEGAWAI DI LINGKUNGAN BADAN PELAKSANA OTORITA DANAU TOBA,-,Tidak Ada Lampiran,109,PERATURAN PRESIDEN,-,07 Desember 2017,JDIH UNIT ESELON 1 KEMENKUMHAM BADAN PEMBINAAN HUKUM NASIONAL,07 Desember 2017,LN 2017 (250): 4 hlm.,-,-,-,-,-,-,-,-,-,https://jdihn.go.id/files/4/2017pr109.pdf,154831,https://jdihn.go.id/search/pusat/detail/840172
PERATURAN PERUNDANG-UNDANGAN TINGKAT PUSAT,PERATURAN PRESIDEN NOMOR 110 TAHUN 2017 TENTANG BADAN PENGELOLA KEUANGAN HAJI,-,Tidak Ada Lampiran,110,PERATURAN PRESIDEN,-,11 Desember 2017,JDIH UNIT ESELON 1 KEMENKUMHAM BADAN PEMBINAAN HUKUM NASIONAL,11 Desember 2017,LN 2017 (253): 21 hlm.,-,-,-,-,-,-,-,-,-,https://jdihn.go.id/files/4/2017pr110.pdf,264439,https://jdihn.go.id/search/pusat/detail/840173
PERATURAN PERUNDANG-UNDANGAN TINGKAT PUSAT,PERATURAN PRESIDEN NOMOR 111 TAHUN 2017 TENTANG PERUBAHAN ATAS PERATURAN PRESIDEN NOMOR 156 TAHUN 2014 TENTANG TUNJANGAN KINERJA PEGAWAI DI LINGKUNGAN KEMENTERIAN KEUANGAN,-,Tidak Ada Lampiran,111,PERATURAN PRESIDEN,-,15 Desember 2017,JDIH UNIT ESELON 1 KEMENKUMHAM BADAN PEMBINAAN HUKUM NASIONAL,15 Desember 2017,LN 2017 (255): 5 hlm.,-,-,-,-,-,-,-,-,-,https://jdihn.go.id/files/4/2017pr111.pdf,164732,https://jdihn.go.id/search/pusat/detail/840174
PERATURAN PERUNDANG-UNDANGAN TINGKAT PUSAT,PERATURAN PRESIDEN NOMOR 112 TAHUN 2017 TENTANG TUNJANGAN KINERJA PEGAWAI DI LINGKUNGAN KEMENTERIAN KOORDINATOR BIDANG PEMBANGUNAN MANUSIA DAN KEBUDAYAAN,-,Tidak Ada Lampiran,112,PERATURAN PRESIDEN,-,15 Desember 2017,JDIH UNIT ESELON 1 KEMENKUMHAM BADAN PEMBINAAN HUKUM NASIONAL,15 Desember 2017,LN 2017 (256): 8 hlm.,-,-,-,-,-,-,-,-,-,https://jdihn.go.id/files/4/2017pr112.pdf,200079,https://jdihn.go.id/search/pusat/detail/840175
PERATURAN PERUNDANG-UNDANGAN TINGKAT PUSAT,PERATURAN PRESIDEN NOMOR 113 TAHUN 2017 TENTANG TUNJANGAN KINERJA PEGAWAI DI LINGKUNGAN KEMENTERIAN KOORDINATOR BIDANG KEMARITIMAN,DICABUT,Tidak Ada Lampiran,113,PERATURAN PRESIDEN,-,15 Desember 2017,JDIH UNIT ESELON 1 KEMENKUMHAM BADAN PEMBINAAN HUKUM NASIONAL,15 Desember 2017,LN 2017 (257): 8 hlm.,-,-,-,-,-,-,-,-,-,https://jdihn.go.id/files/4/2017pr113.pdf,196121,https://jdihn.go.id/search/pusat/detail/840176
PERATURAN PERUNDANG-UNDANGAN TINGKAT PUSAT,PERATURAN PRESIDEN NOMOR 114 TAHUN 2017 TENTANG TUNJANGAN KINERJA PEGAWAI DI LINGKUNGAN KEMENTERIAN PENDAYAGUNAAN APARATUR NEGARA DAN REFORMASI BIROKRASI,-,Tidak Ada Lampiran,114,PERATURAN PRESIDEN,-,15 Desember 2017,JDIH UNIT ESELON 1 KEMENKUMHAM BADAN PEMBINAAN HUKUM NASIONAL,15 Desember 2017,LN 2017 (258): 8 hlm.,-,-,-,-,-,-,-,-,-,https://jdihn.go.id/files/4/2017pr114.pdf,200914,https://jdihn.go.id/search/pusat/detail/840177
PERATURAN PERUNDANG-UNDANGAN TINGKAT PUSAT,PERATURAN PRESIDEN NOMOR 115 TAHUN 2017 TENTANG TUNJANGAN KINERJA PEGAWAI DI LINGKUNGAN BADAN NASIONAL PENANGGULANGAN TERORISME,-,Tidak Ada Lampiran,115,PERATURAN PRESIDEN,-,15 Desember 2017,JDIH UNIT ESELON 1 KEMENKUMHAM BADAN PEMBINAAN HUKUM NASIONAL,15 Desember 2017,LN 2017 (259): 8 hlm.,-,-,-,-,-,-,-,-,-,https://jdihn.go.id/files/4/2017pr115.pdf,196625,https://jdihn.go.id/search/pusat/detail/840178
PERATURAN PERUNDANG-UNDANGAN TINGKAT PUSAT,PERATURAN PRESIDEN NOMOR 116 TAHUN 2017 TENTANG TUNJANGAN KINERJA PEGAWAI DI LINGKUNGAN PERPUSTAKAAN NASIONAL,DICABUT,Tidak Ada Lampiran,116,PERATURAN PRESIDEN,-,15 Desember 2017,JDIH UNIT ESELON 1 KEMENKUMHAM BADAN PEMBINAAN HUKUM NASIONAL,15 Desember 2017,LN 2017 (260): 8 hlm.,-,-,-,-,-,-,-,-,-,https://jdihn.go.id/files/4/2017pr116.pdf,193727,https://jdihn.go.id/search/pusat/detail/840179
PERATURAN PERUNDANG-UNDANGAN TINGKAT PUSAT,"PERATURAN PRESIDEN NOMOR 117 TAHUN 2017 TENTANG TUNJANGAN KINERJA PEGAWAI DI LINGKUNGAN KEMENTERIAN KOORDINATOR BIDANG POLITIK, HUKUM, DAN KEAMANAN",-,Tidak Ada Lampiran,117,PERATURAN PRESIDEN,-,15 Desember 2017,JDIH UNIT ESELON 1 KEMENKUMHAM BADAN PEMBINAAN HUKUM NASIONAL,15 Desember 2017,LN 2017 (261): 8 hlm.,-,-,-,-,-,-,-,-,-,https://jdihn.go.id/files/4/2017pr117.pdf,200893,https://jdihn.go.id/search/pusat/detail/840180
PERATURAN PERUNDANG-UNDANGAN TINGKAT PUSAT,PERATURAN PRESIDEN NOMOR 118 TAHUN 2017 TENTANG TUNJANGAN KINERJA PEGAWAI DI LINGKUNGAN KEMENTERIAN KOORDINATOR BIDANG PEREKONOMIAN,-,Tidak Ada Lampiran,118,PERATURAN PRESIDEN,-,15 Desember 2017,JDIH UNIT ESELON 1 KEMENKUMHAM BADAN PEMBINAAN HUKUM NASIONAL,15 Desember 2017,LN 2017 (262): 8 hlm.,-,-,-,-,-,-,-,-,-,https://jdihn.go.id/files/4/2017pr118.pdf,195897,https://jdihn.go.id/search/pusat/detail/840181
PERATURAN PERUNDANG-UNDANGAN TINGKAT PUSAT,PERATURAN PRESIDEN NOMOR 119 TAHUN 2017 TENTANG TUNJANGAN KINERJA PEGAWAI DI LINGKUNGAN KEMENTERIAN BADAN USAHA MILIK NEGARA,-,Tidak Ada Lampiran,119,PERATURAN PRESIDEN,-,15 Desember 2017,JDIH UNIT ESELON 1 KEMENKUMHAM BADAN PEMBINAAN HUKUM NASIONAL,15 Desember 2017,LN 2017 (263): 8 hlm.,-,-,-,-,-,-,-,-,-,https://jdihn.go.id/files/4/2017pr119.pdf,194584,https://jdihn.go.id/search/pusat/detail/840182
PERATURAN PERUNDANG-UNDANGAN TINGKAT PUSAT,"PERATURAN PRESIDEN NOMOR 120 TAHUN 2017 TENTANG TUNJANGAN KINERJA PEGAWAI DI LINGKUNGAN BADAN METEOROLOGI, KLIMATOLOGI, DAN GEOFISIKA",DICABUT,Tidak Ada Lampiran,120,PERATURAN PRESIDEN,-,15 Desember 2017,JDIH UNIT ESELON 1 KEMENKUMHAM BADAN PEMBINAAN HUKUM NASIONAL,15 Desember 2017,-,-,-,-,-,-,-,-,-,-,https://jdihn.go.id/files/4/2017pr120.pdf,189913,https://jdihn.go.id/search/pusat/detail/840183
PERATURAN PERUNDANG-UNDANGAN TINGKAT PUSAT,PERATURAN PRESIDEN NOMOR 121 TAHUN 2017 TENTANG TUNJANGAN KINERJA PEGAWAI DI LINGKUNGAN SEKRETARIAT JENDERAL OMBUDSMAN REPUBLIK INDONESIA,-,Tidak Ada Lampiran,121,PERATURAN PRESIDEN,-,15 Desember 2017,JDIH UNIT ESELON 1 KEMENKUMHAM BADAN PEMBINAAN HUKUM NASIONAL,15 Desember 2017,LN 2017 (265): 8 hlm.,-,-,-,-,-,-,-,-,-,https://jdihn.go.id/files/4/2017pr121.pdf,190244,https://jdihn.go.id/search/pusat/detail/840184
PERATURAN PERUNDANG-UNDANGAN TINGKAT PUSAT,PERATURAN PRESIDEN NOMOR 122 TAHUN 2017 TENTANG TUNJANGAN KINERJA PEGAWAI DI LINGKUNGAN SEKRETARIAT JENDERAL BADAN PENGAWAS PEMILIHAN UMUM,-,Tidak Ada Lampiran,122,PERATURAN PRESIDEN,-,15 Desember 2017,JDIH UNIT ESELON 1 KEMENKUMHAM BADAN PEMBINAAN HUKUM NASIONAL,15 Desember 2017,LN 2017 (266): 8 hlm.,-,-,-,-,-,-,-,-,-,https://jdihn.go.id/files/4/2017pr122.pdf,194722,https://jdihn.go.id/search/pusat/detail/840185
PERATURAN PERUNDANG-UNDANGAN TINGKAT PUSAT,PERATURAN PRESIDEN NOMOR 123 TAHUN 2017 TENTANG TUNJANGAN KINERJA PEGAWAI DI LINGKUNGAN BADAN KEPEGAWAIAN NEGARA,-,Tidak Ada Lampiran,123,PERATURAN PRESIDEN,-,15 Desember 2017,JDIH UNIT ESELON 1 KEMENKUMHAM BADAN PEMBINAAN HUKUM NASIONAL,15 Desember 2017,LN 2017 (267): 8 hlm.,-,-,-,-,-,-,-,-,-,https://jdihn.go.id/files/4/2017pr123.pdf,189062,https://jdihn.go.id/search/pusat/detail/840186
PERATURAN PERUNDANG-UNDANGAN TINGKAT PUSAT,PERATURAN PRESIDEN NOMOR 124 TAHUN 2017 TENTANG TUNJANGAN KINERJA PEGAWAI DI LINGKUNGAN BADAN NASIONAL PENGELOLA PERBATASAN,-,Tidak Ada Lampiran,124,PERATURAN PRESIDEN,-,15 Desember 2017,JDIH UNIT ESELON 1 KEMENKUMHAM BADAN PEMBINAAN HUKUM NASIONAL,15 Desember 2017,LN 2017 (268): 8 hlm.,-,-,-,-,-,-,-,-,-,https://jdihn.go.id/files/4/2017pr124.pdf,189960,https://jdihn.go.id/search/pusat/detail/840187
PERATURAN PERUNDANG-UNDANGAN TINGKAT PUSAT,PERATURAN PRESIDEN NOMOR 125 TAHUN 2017 TENTANG TUNJANGAN KINERJA PEGAWAI DI LINGKUNGAN LEMBAGA ADMINISTRASI NEGARA,-,Tidak Ada Lampiran,125,PERATURAN PRESIDEN,-,15 Desember 2017,JDIH UNIT ESELON 1 KEMENKUMHAM BADAN PEMBINAAN HUKUM NASIONAL,15 Desember 2017,LN 2017 (269): 8 hlm.,-,-,-,-,-,-,-,-,-,https://jdihn.go.id/files/4/2017pr125.pdf,189197,https://jdihn.go.id/search/pusat/detail/840188
PERATURAN PERUNDANG-UNDANGAN TINGKAT PUSAT,PERATURAN PRESIDEN NOMOR 126 TAHUN 2017 TENTANG TUNJANGAN KINERJA PEGAWAI DI LINGKUNGAN SEKRETARIAT JENDERAL KOMISI PEMILIHAN UMUM,-,Tidak Ada Lampiran,126,PERATURAN PRESIDEN,-,15 Desember 2017,JDIH UNIT ESELON 1 KEMENKUMHAM BADAN PEMBINAAN HUKUM NASIONAL,15 Desember 2017,LN 2017 (270): 8 hlm.,-,-,-,-,-,-,-,-,-,https://jdihn.go.id/files/4/2017pr126.pdf,190254,https://jdihn.go.id/search/pusat/detail/840189
PERATURAN PERUNDANG-UNDANGAN TINGKAT PUSAT,"PERATURAN PRESIDEN NOMOR 127 TAHUN 2017 TENTANG TUNJANGAN KINERJA PEGAWAI DI LINGKUNGAN KEMENTERIAN DESA, PEMBANGUNAN DAERAH TERTINGGAL, DAN TRANSMIGRASI",DICABUT,Tidak Ada Lampiran,127,PERATURAN PRESIDEN,-,15 Desember 2017,JDIH UNIT ESELON 1 KEMENKUMHAM BADAN PEMBINAAN HUKUM NASIONAL,15 Desember 2017,LN 2017 (271): 8 hlm.,-,-,-,-,-,-,-,-,-,https://jdihn.go.id/files/4/2017pr127.pdf,193453,https://jdihn.go.id/search/pusat/detail/840190
PERATURAN PERUNDANG-UNDANGAN TINGKAT PUSAT,PERATURAN PRESIDEN NOMOR 128 TAHUN 2017 TENTANG TUNJANGAN KINERJA PEGAWAI DI LINGKUNGAN BADAN PENGAWASAN KEUANGAN DAN PEMBANGUNAN,-,Tidak Ada Lampiran,128,PERATURAN PRESIDEN,-,15 Desember 2017,JDIH UNIT ESELON 1 KEMENKUMHAM BADAN PEMBINAAN HUKUM NASIONAL,15 Desember 2017,LN 2017 (272): 8 hlm.,-,-,-,-,-,-,-,-,-,https://jdihn.go.id/files/4/2017pr128.pdf,188574,https://jdihn.go.id/search/pusat/detail/840191
PERATURAN PERUNDANG-UNDANGAN TINGKAT PUSAT,PERATURAN PRESIDEN NOMOR 129 TAHUN 2017 TENTANG TUNJANGAN KINERJA PEGAWAI DI LINGKUNGAN KEMENTERIAN PERENCANAAN PEMBANGUNAN NASIONAL / BADAN PERENCANAAN PEMBANGUNAN NASIONAL,-,Tidak Ada Lampiran,129,PERATURAN PRESIDEN,-,15 Desember 2017,JDIH UNIT ESELON 1 KEMENKUMHAM BADAN PEMBINAAN HUKUM NASIONAL,15 Desember 2017,LN 2017 (273): 9 hlm.,-,-,-,-,-,-,-,-,-,https://jdihn.go.id/files/4/2017pr129.pdf,191445,https://jdihn.go.id/search/pusat/detail/840192
PERATURAN PERUNDANG-UNDANGAN TINGKAT PUSAT,PERATURAN PRESIDEN NOMOR 130 TAHUN 2017 TENTANG TUNJANGAN KINERJA PEGAWAI DI LINGKUNGAN KEMENTERIAN HUKUM DAN HAK ASASI MANUSIA,-,Tidak Ada Lampiran,130,PERATURAN PRESIDEN,-,15 Desember 2017,JDIH UNIT ESELON 1 KEMENKUMHAM BADAN PEMBINAAN HUKUM NASIONAL,15 Desember 2017,LN 2017 (274): 8 hlm.,-,-,-,-,-,-,-,-,-,https://jdihn.go.id/files/4/2017pr130.pdf,196647,https://jdihn.go.id/search/pusat/detail/840193
PERATURAN PERUNDANG-UNDANGAN TINGKAT PUSAT,PERATURAN PRESIDEN NOMOR 131 TAHUN 2017 TENTANG TUNJANGAN KINERJA PEGAWAI DI LINGKUNGAN KEMENTERIAN KELAUTAN DAN PERIKANAN,-,Tidak Ada Lampiran,131,PERATURAN PRESIDEN,-,15 Desember 2017,JDIH UNIT ESELON 1 KEMENKUMHAM BADAN PEMBINAAN HUKUM NASIONAL,15 Desember 2017,LN 2017 (275): 8 hlm.,-,-,-,-,-,-,-,-,-,https://jdihn.go.id/files/4/2017pr131.pdf,189538,https://jdihn.go.id/search/pusat/detail/840194
PERATURAN PERUNDANG-UNDANGAN TINGKAT PUSAT,PERATURAN PRESIDEN NOMOR 132 TAHUN 2017 TENTANG HONORARIUM BAGI ANGGOTA DAN BADAN PEKERJA KOMISI NASIONAL ANTI KEKERASAN TERHADAP PEREMPUAN,-,Tidak Ada Lampiran,132,PERATURAN PRESIDEN,-,18 Desember 2017,JDIH UNIT ESELON 1 KEMENKUMHAM BADAN PEMBINAAN HUKUM NASIONAL,18 Desember 2017,LN 2017 (276): 4 hlm.,-,-,-,-,-,-,-,-,-,https://jdihn.go.id/files/4/2017pr132.pdf,175413,https://jdihn.go.id/search/pusat/detail/840195
PERATURAN PERUNDANG-UNDANGAN TINGKAT PUSAT,PERATURAN PRESIDEN NOMOR 133 TAHUN 2017 TENTANG PERUBAHAN ATAS PERATURAN PRESIDEN NOMOR 53 TAHUN 2017 TENTANG BADAN SIBER DAN SANDI NEGARA,-,Tidak Ada Lampiran,133,PERATURAN PRESIDEN,-,16 Desember 2017,JDIH UNIT ESELON 1 KEMENKUMHAM BADAN PEMBINAAN HUKUM NASIONAL,16 Desember 2017,LN 2017 (277): 5 hlm.,-,-,-,-,-,-,-,-,-,https://jdihn.go.id/files/4/2017pr133.pdf,165241,https://jdihn.go.id/search/pusat/detail/840196
PERATURAN PERUNDANG-UNDANGAN TINGKAT PUSAT,PERATURAN PRESIDEN NOMOR 134 TAHUN 2017 TENTANG TUNJANGAN KINERJA PEGAWAI DI LINGKUNGAN KEMENTERIAN SOSIAL,-,Tidak Ada Lampiran,134,PERATURAN PRESIDEN,-,18 Desember 2018,JDIH UNIT ESELON 1 KEMENKUMHAM BADAN PEMBINAAN HUKUM NASIONAL,18 Desember 2018,LN 2017 (279): 8 hlm.,-,-,-,-,-,-,-,-,-,https://jdihn.go.id/files/4/2017pr134.pdf,217943,https://jdihn.go.id/search/pusat/detail/840197
PERATURAN PERUNDANG-UNDANGAN TINGKAT PUSAT,PERATURAN PRESIDEN NOMOR 135 TAHUN 2017 TENTANG TUNJANGAN KINERJA PEGAWAI DI LINGKUNGAN KEPANITERAAN DAN SEKRETARIAT JENDERAL MAHKAMAH KONSTITUSI,-,Tidak Ada Lampiran,135,PERATURAN PRESIDEN,-,18 Desember 2017,JDIH UNIT ESELON 1 KEMENKUMHAM BADAN PEMBINAAN HUKUM NASIONAL,18 Desember 2017,LN 2017 (280): 8 hlm.,-,-,-,-,-,-,-,-,-,https://jdihn.go.id/files/4/2017pr135.pdf,220420,https://jdihn.go.id/search/pusat/detail/840198
PERATURAN PERUNDANG-UNDANGAN TINGKAT PUSAT,PERATURAN PRESIDEN NOMOR 136 TAHUN 2017 TENTANG TUNJANGAN JABATAN FUNGSIONAL PELELANG,-,Tidak Ada Lampiran,136,PERATURAN PRESIDEN,-,29 Desember 2017,JDIH UNIT ESELON 1 KEMENKUMHAM BADAN PEMBINAAN HUKUM NASIONAL,29 Desember 2017,LN 2017 (318): 5 hlm.,-,-,-,-,-,-,-,-,-,https://jdihn.go.id/files/4/2017pr136.pdf,176473,https://jdihn.go.id/search/pusat/detail/840199
PERATURAN PERUNDANG-UNDANGAN TINGKAT PUSAT,PERATURAN PRESIDEN NOMOR 137 TAHUN 2017 TENTANG TUNJANGAN JABATAN FUNGSIONAL ANALIS PASAR HASIL PERIKANAN,-,Tidak Ada Lampiran,137,PERATURAN PRESIDEN,-,29 Desember 2017,JDIH UNIT ESELON 1 KEMENKUMHAM BADAN PEMBINAAN HUKUM NASIONAL,29 Desember 2017,LN 2017 (319): 5 hlm.,-,-,-,-,-,-,-,-,-,https://jdihn.go.id/files/4/2017pr137.pdf,193594,https://jdihn.go.id/search/pusat/detail/840200
PERATURAN PERUNDANG-UNDANGAN TINGKAT PUSAT,"PERATURAN PRESIDEN NOMOR 1 TAHUN 2018 TENTANG HONORARIUM KETUA, WAKIL KETUA, DAN ANGGOTA KOMISI PENGAWAS PERSAINGAN USAHA",-,Tidak Ada Lampiran,1,PERATURAN PRESIDEN,-,12 Januari 2018,JDIH UNIT ESELON 1 KEMENKUMHAM BADAN PEMBINAAN HUKUM NASIONAL,12 Januari 2018,LN 2018 (5): 4 hlm.,-,-,-,-,-,-,-,-,-,https://jdihn.go.id/files/4/2018pr001.pdf,275901,https://jdihn.go.id/search/pusat/detail/840201
PERATURAN PERUNDANG-UNDANGAN TINGKAT PUSAT,PERATURAN PRESIDEN NOMOR 2 TAHUN 2018 TENTANG KEBIJAKAN INDUSTRI NASIONAL TAHUN 2015-2019,-,Tidak Ada Lampiran,2,PERATURAN PRESIDEN,-,02 Febuari 2018,JDIH UNIT ESELON 1 KEMENKUMHAM BADAN PEMBINAAN HUKUM NASIONAL,02 Febuari 2018,LN 2018 (8): 261 hlm.,-,-,-,-,-,-,-,-,-,https://jdihn.go.id/files/4/2018pr002.pdf,18591959,https://jdihn.go.id/search/pusat/detail/840202
PERATURAN PERUNDANG-UNDANGAN TINGKAT PUSAT,PERATURAN PRESIDEN NOMOR 3 TAHUN 2018 TENTANG PEJABAT SEKRETARIS DAERAH,-,Tidak Ada Lampiran,3,PERATURAN PRESIDEN,-,02 Febuari 2018,JDIH UNIT ESELON 1 KEMENKUMHAM BADAN PEMBINAAN HUKUM NASIONAL,02 Febuari 2018,LN 2018 (9): 10 hlm.,-,-,-,-,-,-,-,-,-,https://jdihn.go.id/files/4/2018pr003.pdf,726210,https://jdihn.go.id/search/pusat/detail/840203
PERATURAN PERUNDANG-UNDANGAN TINGKAT PUSAT,PERATURAN PRESIDEN NOMOR 4 TAHUN 2018 TENTANG BADAN STANDARDISASI NASIONAL,-,Tidak Ada Lampiran,4,PERATURAN PRESIDEN,-,02 Febuari 2018,JDIH UNIT ESELON 1 KEMENKUMHAM BADAN PEMBINAAN HUKUM NASIONAL,02 Febuari 2018,LN 2018 (10): 21 hlm.,-,-,-,-,-,-,-,-,-,https://jdihn.go.id/files/4/2018pr004.pdf,252212,https://jdihn.go.id/search/pusat/detail/840204
PERATURAN PERUNDANG-UNDANGAN TINGKAT PUSAT,PERATURAN PRESIDEN NOMOR 5 TAHUN 2018 TENTANG PERUBAHAN ATAS PERATURAN PRESIDEN NOMOR 123 TAHUN 2016 TENTANG PETUNJUK TEKNIS DANA ALOKASI KHUSUS FISIK,-,Tidak Ada Lampiran,5,PERATURAN PRESIDEN,-,13 Febuari 2018,JDIH UNIT ESELON 1 KEMENKUMHAM BADAN PEMBINAAN HUKUM NASIONAL,13 Febuari 2018,LN 2018 (11): 10 hlm.,-,-,-,-,-,-,-,-,-,https://jdihn.go.id/files/4/2018pr005.pdf,9835449,https://jdihn.go.id/search/pusat/detail/840205
PERATURAN PERUNDANG-UNDANGAN TINGKAT PUSAT,PERATURAN PRESIDEN NOMOR 6 TAHUN 2018 TENTANG PENGESAHAN PERSETUJUAN ANTARA PEMERINTAH REPUBLIK INDONESIA DAN PEMERINTAH REPUBLIK BELARUS TENTANG PENGHINDARAN PAJAK BERGANDA DAN PENCEGAHAN PENGELAKAN PAJAK YANG BERKENAAN DENGAN PAJAK-PAJAK ATAS PENGHASILAN (AGREEMENT BETWEEN THE GOVERNMENT OF THE REPUBLIC OF INDONESIA AND THE GOVERNMENT OF THE REPUBLIC OF BELARUS FOR THE AVOIDANCE OF DOUBLE TAXATION AND THE PREVENTION OF FISCAL EVASION WITH RESPECT TO TAXES ON INCOME),-,Tidak Ada Lampiran,6,PERATURAN PRESIDEN,-,21 Febuari 2018,JDIH UNIT ESELON 1 KEMENKUMHAM BADAN PEMBINAAN HUKUM NASIONAL,21 Febuari 2018,LN 2018 (14): 4 hlm.,-,-,-,-,-,-,-,-,-,https://jdihn.go.id/files/4/2018pr006.pdf,1877094,https://jdihn.go.id/search/pusat/detail/840206
PERATURAN PERUNDANG-UNDANGAN TINGKAT PUSAT,PERATURAN PRESIDEN NOMOR 7 TAHUN 2018 TENTANG BADAN PEMBINAAN IDEOLOGI PANCASILA,-,Tidak Ada Lampiran,7,PERATURAN PRESIDEN,-,28 Febuari 2018,JDIH UNIT ESELON 1 KEMENKUMHAM BADAN PEMBINAAN HUKUM NASIONAL,28 Febuari 2018,LN 2018 (17): 25 hlm.,-,-,-,-,-,-,-,-,-,https://jdihn.go.id/files/4/2018pr007.pdf,290105,https://jdihn.go.id/search/pusat/detail/840207
